,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Monthly Income,Debt-to-Income Ratio,Credit Utilization Ratio
18562,Fully Paid,175626.0,Short Term,750.0,2275212.0,10+ years,Home Mortgage,Big Purchase,5517.41,22.9,17.0,0.0,12407.0,755678.0,0.0,0.0,189601.0,0.02910011023148612,0.016418368670253734
18563,Fully Paid,546260.0,Short Term,748.0,1698372.0,4-6 years,Own Home,Debt Consolidation,40477.79,24.8,13.0,0.0,778525.0,2086722.0,0.0,0.0,141531.0,0.2859994630151698,0.37308515461091607
18564,Fully Paid,218812.0,Short Term,739.0,944870.0,4-6 years,Own Home,Debt Consolidation,9684.87,21.5,7.0,0.0,258571.0,398134.0,0.0,0.0,78739.16666666667,0.122999396742409,0.6494572179216043
18565,Fully Paid,334202.0,Short Term,735.0,1600883.0,10+ years,Home Mortgage,Debt Consolidation,20411.13,14.5,15.0,0.0,394839.0,865876.0,0.0,0.0,133406.91666666666,0.15299903865554199,0.45599947336570135
18569,Fully Paid,155254.0,Short Term,725.0,689605.0,2-3 years,Rent,Debt Consolidation,2815.99,9.3,3.0,0.0,88483.0,103488.0,0.0,0.0,57467.083333333336,0.049001790880286535,0.8040318383845896
18570,Fully Paid,548856.0,Long Term,724.0,2275212.0,10+ years,Home Mortgage,Debt Consolidation,17860.38,32.7,18.0,0.0,582141.0,1106798.0,0.0,0.0,189601.0,0.09419981962120454,0.5259686049306197
18571,Fully Paid,531960.0,Short Term,742.0,1240434.0,10+ years,Home Mortgage,Debt Consolidation,26772.71,18.0,16.0,0.0,677350.0,1300684.0,0.0,0.0,103369.5,0.2590000919033177,0.5207644593152526
18574,Fully Paid,232254.0,Long Term,693.0,790761.0,4-6 years,Rent,Debt Consolidation,17396.78,13.2,5.0,0.0,164217.0,196636.0,0.0,0.0,65896.75,0.26400057665969867,0.8040318383845896
18577,Fully Paid,694958.0,Short Term,692.0,2149071.0,4-6 years,Own Home,Debt Consolidation,21311.54,24.3,9.0,0.0,571482.0,883476.0,0.0,0.0,179089.25,0.11899954910749808,0.6468562813251294
18578,Fully Paid,43560.0,Short Term,739.0,667888.0,4-6 years,Home Mortgage,Big Purchase,6512.06,14.1,4.0,0.0,36005.0,156728.0,0.0,0.0,55657.333333333336,0.11700273099681384,0.22972921239344596
18582,Fully Paid,264528.0,Short Term,747.0,1180356.0,2-3 years,Rent,Debt Consolidation,15246.17,31.4,15.0,0.0,509732.0,1277496.0,0.0,0.0,98363.0,0.15499903418968514,0.3990086857414818
18583,Charged Off,224576.0,Short Term,725.0,1066736.0,10+ years,Own Home,Debt Consolidation,16178.88,18.9,14.0,0.0,312664.0,925936.0,0.0,0.0,88894.66666666667,0.18200056996295239,0.3376734461129063
18586,Fully Paid,645172.0,Short Term,714.0,2043887.0,10+ years,Rent,Debt Consolidation,26229.69,27.4,10.0,1.0,340404.0,430320.0,1.0,0.0,170323.91666666666,0.1539988658864213,0.7910485220301171
18588,Fully Paid,257708.0,Long Term,725.0,1228578.0,4-6 years,Home Mortgage,Debt Consolidation,16278.63,11.0,15.0,0.0,180101.0,518782.0,0.0,0.0,102381.5,0.15899972162939593,0.3471612353551203
18590,Fully Paid,128898.0,Short Term,749.0,612275.0,0-1 year,Home Mortgage,Debt Consolidation,1816.4,16.9,18.0,0.0,98287.0,391050.0,0.0,0.0,51022.916666666664,0.03559968968192397,0.25134126070834933
18591,Fully Paid,347358.0,Short Term,721.0,2128038.0,7-9 years,Rent,Debt Consolidation,39900.76,26.9,18.0,0.0,750272.0,1314280.0,0.0,0.0,177336.5,0.2250002678523598,0.5708616124417932
18592,Charged Off,544896.0,Short Term,741.0,4657658.099999993,4-6 years,Home Mortgage,Other,21551.32,15.0,12.0,0.0,299763.0,1299958.0,0.0,0.0,388138.1749999994,0.05552486559715501,0.23059437304897543
18593,Fully Paid,131164.0,Short Term,727.0,363961.72000000003,2-3 years,Rent,Essential Needs,5035.57,7.9,12.0,0.0,75240.0,205480.0,0.0,0.0,30330.143333333337,0.16602526221713643,0.36616702355460384
18596,Fully Paid,370634.0,Long Term,705.0,1474324.0,10+ years,Home Mortgage,Debt Consolidation,13760.37,18.2,6.0,0.0,482600.0,579678.0,0.0,0.0,122860.33333333333,0.11200010309809785,0.8040318383845896
18597,Fully Paid,543796.0,Short Term,723.0,2103946.0,4-6 years,Rent,Debt Consolidation,6715.17,6.4,8.0,0.0,419026.0,818202.0,0.0,0.0,175328.83333333334,0.03830043166507125,0.5121302563425658
18599,Fully Paid,243694.0,Long Term,711.0,1396937.0,7-9 years,Rent,Debt Consolidation,19091.39,19.7,9.0,1.0,56658.0,187440.0,1.0,0.0,116411.41666666667,0.16399929273832678,0.30227272727272725
18601,Fully Paid,222244.0,Short Term,744.0,1535504.0,10+ years,Home Mortgage,Debt Consolidation,33269.19,30.9,20.0,0.0,634125.0,1585848.0,0.0,0.0,127958.66666666667,0.2599995050485053,0.3998649303085794
18602,Fully Paid,463474.0,Short Term,742.0,1420972.0,7-9 years,Home Mortgage,Debt Consolidation,17051.55,17.4,13.0,0.0,224656.0,472956.0,0.0,0.0,118414.33333333333,0.1439990372787078,0.47500401728702035
18604,Charged Off,55902.0,Long Term,691.0,2444844.0,0-1 year,Rent,Debt Consolidation,33494.34,19.0,12.0,0.0,378689.0,637296.0,0.0,0.0,203737.0,0.1643998880910193,0.5942121086590846
18606,Fully Paid,768614.0,Short Term,724.0,1706922.0,0-1 year,Rent,Debt Consolidation,31293.57,17.0,16.0,0.0,789165.0,1078836.0,0.0,0.0,142243.5,0.22,0.7314967242472442
18608,Fully Paid,111804.0,Short Term,736.0,733837.0,4-6 years,Home Mortgage,Business Loan,12530.31,12.5,8.0,0.0,141968.0,298848.0,0.0,0.0,61153.083333333336,0.20490070683271625,0.475050861976657
18609,Charged Off,105160.0,Short Term,748.0,529815.0,2-3 years,Rent,Debt Consolidation,7947.32,13.9,12.0,0.0,137218.0,722238.0,0.0,0.0,44151.25,0.18000215169445938,0.18999000329531263
18611,Charged Off,177254.0,Short Term,742.0,363961.72000000003,2-3 years,Rent,Other,3903.55,22.5,3.0,0.0,81833.0,192610.0,0.0,0.0,30330.143333333337,0.12870199646270492,0.42486371424121283
18612,Fully Paid,261250.0,Short Term,751.0,789697.0,4-6 years,Own Home,Debt Consolidation,14550.2,18.5,13.0,0.0,189905.0,1104972.0,0.0,0.0,65808.08333333333,0.22110049803912135,0.17186408343378837
18614,Fully Paid,751982.0,Short Term,728.0,1669986.0,10+ years,Rent,Debt Consolidation,13318.05,15.4,9.0,0.0,442187.0,1219064.0,0.0,0.0,139165.5,0.09569936514437845,0.3627266492981501
18618,Fully Paid,102542.0,Short Term,721.0,372894.0,2-3 years,Rent,Debt Consolidation,5251.6,7.0,5.0,0.0,74442.0,255046.0,0.0,0.0,31074.5,0.16900030571690616,0.291876759486524
18619,Fully Paid,537460.0,Long Term,720.0,1114008.0,10+ years,Home Mortgage,Debt Consolidation,15410.52,8.4,11.0,0.0,206093.0,496122.0,0.0,0.0,92834.0,0.16600081866557512,0.41540790370110575
18620,Fully Paid,148214.0,Short Term,682.0,506388.0,2-3 years,Rent,Debt Consolidation,9621.22,5.7,9.0,0.0,110979.0,238832.0,0.0,0.0,42199.0,0.2279963980189104,0.46467391304347827
18621,Charged Off,217910.0,Short Term,730.0,658692.0,10+ years,Home Mortgage,Debt Consolidation,10813.28,12.8,11.0,0.0,225302.0,359326.0,0.0,0.0,54891.0,0.19699550017307027,0.6270127961795139
18622,Fully Paid,67562.0,Short Term,713.0,513380.0,2-3 years,Own Home,Other,4355.18,10.7,5.0,0.0,36537.0,51788.0,0.0,0.0,42781.666666666664,0.10180014803849002,0.7055109291727814
18623,Fully Paid,214610.0,Short Term,710.0,665399.0,7-9 years,Rent,Debt Consolidation,16191.23,22.0,6.0,0.0,29735.0,49170.0,0.0,0.0,55449.916666666664,0.2919973730047686,0.6047386617856416
18625,Charged Off,74844.0,Short Term,713.0,363961.72000000003,0-1 year,Rent,Debt Consolidation,3670.61,13.2,13.0,0.0,147155.0,1468852.0,0.0,0.0,30330.143333333337,0.12102184812182995,0.1001836808609717
18626,Charged Off,224466.0,Short Term,722.0,814207.0,0-1 year,Rent,Debt Consolidation,14451.97,8.0,6.0,0.0,64524.0,97020.0,0.0,0.0,67850.58333333333,0.2129969897090052,0.6650587507730364
18627,Fully Paid,397474.0,Short Term,687.0,1470904.0,2-3 years,Home Mortgage,Debt Consolidation,18263.75,15.8,18.0,0.0,383249.0,475640.0,0.0,0.0,122575.33333333333,0.1490002066756226,0.8040318383845896
18628,Fully Paid,324192.0,Short Term,723.0,2146544.0,0-1 year,Rent,Debt Consolidation,23612.06,20.5,15.0,0.0,558353.0,791318.0,0.0,0.0,178878.66666666666,0.13200042486899874,0.7055987605488565
18629,Fully Paid,199760.0,Short Term,716.0,1137492.0,2-3 years,Rent,Debt Consolidation,24171.8,13.9,14.0,0.0,532418.0,896060.0,0.0,0.0,94791.0,0.25500100220485067,0.5941767292368815
18631,Fully Paid,118426.0,Short Term,734.0,681872.0,4-6 years,Rent,Essential Needs,1892.21,12.9,5.0,0.0,36898.0,244112.0,0.0,0.0,56822.666666666664,0.03330026749888542,0.1511519302615193
18633,Fully Paid,70268.0,Short Term,706.0,718542.0,4-6 years,Rent,Essential Needs,19819.47,14.0,16.0,1.0,13015.0,96580.0,0.0,1.0,59878.5,0.33099476439790576,0.1347587492234417
18634,Charged Off,335104.0,Short Term,703.0,955339.0,2-3 years,Rent,Debt Consolidation,11862.08,13.8,18.0,0.0,318554.0,450934.0,0.0,0.0,79611.58333333333,0.14899942324138343,0.7064315398705797
18636,Fully Paid,264022.0,Long Term,737.0,1140114.0,2-3 years,Home Mortgage,Big Purchase,13054.33,15.7,5.0,0.0,144058.0,209022.0,0.0,0.0,95009.5,0.1374002599740026,0.689200179885371
18637,Fully Paid,434632.0,Short Term,748.0,1238705.0,7-9 years,Home Mortgage,Debt Consolidation,7566.37,13.0,11.0,0.0,364629.0,991100.0,0.0,0.0,103225.41666666667,0.07329948615691387,0.3679033397235395
18639,Fully Paid,557876.0,Long Term,695.0,1649656.0,10+ years,Home Mortgage,Debt Consolidation,22957.89,32.8,13.0,0.0,483949.0,1079694.0,0.0,0.0,137471.33333333334,0.16700128996590802,0.44822792383767995
18641,Fully Paid,390874.0,Long Term,678.0,2144796.0,10+ years,Home Mortgage,Debt Consolidation,31099.58,20.9,13.0,0.0,542127.0,697488.0,0.0,0.0,178733.0,0.17400021260763263,0.7772563829055124
18644,Charged Off,295878.0,Short Term,740.0,813086.0,7-9 years,Home Mortgage,Debt Consolidation,16397.19,10.1,12.0,0.0,208696.0,563266.0,0.0,0.0,67757.16666666667,0.24199934570266857,0.37051055806670385
18645,Fully Paid,332816.0,Long Term,677.0,2874225.0,10+ years,Home Mortgage,Debt Consolidation,22370.98,25.8,6.0,0.0,473100.0,576620.0,0.0,0.0,239518.75,0.09339970252850768,0.8040318383845896
18647,Fully Paid,134596.0,Short Term,739.0,968715.0,0-1 year,Rent,Debt Consolidation,9283.59,9.3,7.0,0.0,111967.0,192918.0,0.0,0.0,80726.25,0.1150008826125331,0.5803864854497766
18648,Fully Paid,211464.0,Short Term,703.0,513665.0,0-1 year,Rent,Debt Consolidation,4879.77,22.0,5.0,0.0,196498.0,415976.0,0.0,0.0,42805.416666666664,0.11399889032735344,0.4723782141277381
18651,Charged Off,83380.0,Short Term,706.0,610945.0,10+ years,Rent,Debt Consolidation,9011.32,24.1,7.0,0.0,287831.0,428934.0,0.0,0.0,50912.083333333336,0.17699766754781526,0.6710379685452773
18653,Fully Paid,303204.0,Short Term,747.0,916484.0,10+ years,Home Mortgage,Debt Consolidation,14358.11,16.3,6.0,0.0,226575.0,385242.0,0.0,0.0,76373.66666666667,0.1879981756364541,0.5881368075131995
18654,Fully Paid,199078.0,Short Term,741.0,785460.0,4-6 years,Rent,Debt Consolidation,14400.29,16.6,12.0,0.0,150366.0,326062.0,0.0,0.0,65455.0,0.22000290275761974,0.4611576939355092
18655,Charged Off,337172.0,Short Term,682.0,698839.0,0-1 year,Rent,Debt Consolidation,11938.65,12.3,4.0,0.0,229216.0,271942.0,0.0,0.0,58236.583333333336,0.20500258285527853,0.8040318383845896
18656,Fully Paid,144144.0,Short Term,735.0,1627920.0,0-1 year,Rent,Debt Consolidation,19263.72,10.8,12.0,0.0,304703.0,689106.0,0.0,0.0,135660.0,0.14200000000000002,0.44217145112653206
18658,Charged Off,616374.0,Short Term,733.0,1653988.0,2-3 years,Rent,Debt Consolidation,18056.08,32.0,17.0,0.0,369645.0,928422.0,0.0,0.0,137832.33333333334,0.13100032164683179,0.3981433012143185
18660,Charged Off,751828.0,Long Term,684.0,2226192.0,10+ years,Home Mortgage,Debt Consolidation,29868.0,15.1,10.0,0.0,183426.0,412390.0,0.0,0.0,185516.0,0.16099959033183123,0.44478770096268094
18661,Charged Off,522148.0,Long Term,695.0,2386210.0,10+ years,Home Mortgage,Debt Consolidation,25532.58,22.5,10.0,0.0,585029.0,804540.0,0.0,0.0,198850.83333333334,0.12840066884306076,0.7271596191612598
18662,Fully Paid,25938.0,Short Term,668.0,840218.0,10+ years,Home Mortgage,Other,7771.95,15.9,5.0,1.0,80560.0,108108.0,1.0,0.0,70018.16666666667,0.11099905024648364,0.7451807451807452
18663,Fully Paid,262130.0,Short Term,714.0,1358291.0,2-3 years,Own Home,Debt Consolidation,28523.94,6.4,9.0,0.0,175579.0,423544.0,0.0,0.0,113190.91666666667,0.2519984892780707,0.41454724892809247
18665,Fully Paid,532708.0,Short Term,740.0,1702210.0,0-1 year,Rent,Big Purchase,1432.79,14.0,6.0,0.0,51471.0,266068.0,0.0,0.0,141850.83333333334,0.01010068087956245,0.1934505464768405
18670,Fully Paid,441584.0,Short Term,712.0,4657658.099999993,0-1 year,Home Mortgage,Other,49908.25,30.1,16.0,0.0,1132628.0,2153470.0,0.0,0.0,388138.1749999994,0.1285837189294768,0.5259548542584759
18671,Fully Paid,143792.0,Long Term,731.0,468065.0,4-6 years,Rent,Debt Consolidation,8846.4,13.3,7.0,0.0,107749.0,207944.0,0.0,0.0,39005.416666666664,0.22679926933225086,0.5181635440310853
18673,Fully Paid,176704.0,Short Term,740.0,1354396.0,7-9 years,Home Mortgage,Big Purchase,10293.44,26.3,5.0,0.0,53751.0,77330.0,0.0,0.0,112866.33333333333,0.0912002693451546,0.6950859950859951
18674,Fully Paid,210804.0,Short Term,720.0,1137834.0,4-6 years,Own Home,Debt Consolidation,15455.55,23.9,12.0,0.0,267596.0,452342.0,0.0,0.0,94819.5,0.16299969942891493,0.5915789380601404
18675,Fully Paid,429330.0,Short Term,733.0,1409743.0,7-9 years,Own Home,Debt Consolidation,13744.98,13.2,8.0,1.0,703019.0,894520.0,0.0,0.0,117478.58333333333,0.1169998787012952,0.7859175870858114
18678,Fully Paid,268444.0,Short Term,716.0,850041.0,10+ years,Home Mortgage,Debt Consolidation,18984.42,26.6,12.0,0.0,150936.0,270138.0,0.0,0.0,70836.75,0.268002414001207,0.5587366457144126
18679,Charged Off,222376.0,Short Term,749.0,1536416.0,2-3 years,Rent,Debt Consolidation,25043.52,33.0,13.0,0.0,415606.0,666512.0,0.0,0.0,128034.66666666667,0.195599525128611,0.6235536644501525
18680,Fully Paid,257708.0,Short Term,743.0,1947519.0,7-9 years,Rent,Debt Consolidation,1622.98,9.4,7.0,0.0,32091.0,476322.0,0.0,0.0,162293.25,0.010000292680071413,0.06737249171778754
18681,Fully Paid,267674.0,Long Term,733.0,1926410.0,2-3 years,Home Mortgage,Other,14929.63,17.4,12.0,0.0,300105.0,481932.0,0.0,0.0,160534.16666666666,0.09299970411283164,0.6227123328602375
18686,Fully Paid,313346.0,Short Term,745.0,895850.0,4-6 years,Home Mortgage,Debt Consolidation,17767.85,14.9,7.0,0.0,428640.0,873818.0,0.0,0.0,74654.16666666667,0.23800212089077408,0.4905369310314047
18689,Fully Paid,526372.0,Short Term,701.0,1799414.0,2-3 years,Rent,Big Purchase,12535.82,6.9,8.0,0.0,352450.0,728772.0,0.0,0.0,149951.16666666666,0.08359934956602538,0.48362176373406224
18690,Charged Off,543510.0,Long Term,698.0,1220427.0,7-9 years,Home Mortgage,Debt Consolidation,34070.23,20.2,20.0,0.0,404852.0,864886.0,0.0,0.0,101702.25,0.3349997664751763,0.46809868583836484
18691,Fully Paid,312488.0,Short Term,733.0,1130823.0,10+ years,Home Mortgage,Debt Consolidation,25820.24,23.3,22.0,1.0,205998.0,313016.0,1.0,0.0,94235.25,0.2739976813347447,0.6581069338308585
18693,Fully Paid,515768.0,Short Term,717.0,2517671.0,4-6 years,Rent,Debt Consolidation,38394.44,6.3,13.0,0.0,388797.0,540452.0,0.0,0.0,209805.91666666666,0.1829997962402554,0.7193922864565215
18694,Fully Paid,329846.0,Long Term,663.0,1025487.0,10+ years,Home Mortgage,Debt Consolidation,16826.59,17.9,11.0,0.0,295678.0,444070.0,0.0,0.0,85457.25,0.19690067255850147,0.6658364672236359
18697,Fully Paid,381744.0,Short Term,732.0,2584285.0,10+ years,Home Mortgage,Debt Consolidation,16970.23,13.7,20.0,0.0,715787.0,1297032.0,0.0,0.0,215357.08333333334,0.07880042642355622,0.5518653356278026
18698,Fully Paid,145464.0,Short Term,698.0,1256375.0,4-6 years,Home Mortgage,Debt Consolidation,36643.97,16.5,14.0,0.0,451706.0,671418.0,0.0,0.0,104697.91666666667,0.3499971266540643,0.6727642094790428
18699,Fully Paid,625900.0,Long Term,665.0,1600959.0,10+ years,Rent,Other,22680.11,26.8,17.0,0.0,1388254.0,1768382.0,0.0,0.0,133413.25,0.16999893189019832,0.7850419196757261
18701,Fully Paid,275880.0,Short Term,693.0,476596.0,10+ years,Own Home,Debt Consolidation,8856.85,12.1,8.0,0.0,281846.0,415734.0,0.0,0.0,39716.333333333336,0.2230027108914049,0.6779479186210413
18704,Fully Paid,303446.0,Short Term,717.0,1909310.0,0-1 year,Rent,Debt Consolidation,11694.5,15.8,4.0,0.0,189126.0,244970.0,0.0,0.0,159109.16666666666,0.07349985073141607,0.7720373923337551
18705,Fully Paid,761838.0,Long Term,661.0,3007776.0,10+ years,Home Mortgage,Debt Consolidation,28573.91,14.3,13.0,0.0,407683.0,1000120.0,0.0,0.0,250648.0,0.11400015160703457,0.40763408390993083
18707,Fully Paid,132176.0,Short Term,724.0,761064.0,0-1 year,Own Home,Debt Consolidation,8561.97,9.5,8.0,1.0,144058.0,262262.0,0.0,1.0,63422.0,0.13499999999999998,0.5492904042522363
18708,Fully Paid,150766.0,Short Term,714.0,3627195.0,10+ years,Home Mortgage,Other,33551.53,28.7,13.0,0.0,113164.0,144298.0,0.0,0.0,302266.25,0.11099992142688772,0.7842381737792624
18711,Charged Off,769780.0,Long Term,738.0,4657658.099999993,2-3 years,Rent,Debt Consolidation,43132.85,32.5,7.0,0.0,738302.0,1094610.0,0.0,0.0,388138.1749999994,0.11112756430103807,0.6744886306538401
18712,Fully Paid,220088.0,Short Term,745.0,1235494.0,4-6 years,Home Mortgage,Debt Consolidation,11943.02,13.8,19.0,0.0,250781.0,460196.0,0.0,0.0,102957.83333333333,0.11599913880601606,0.5449438934714774
18715,Fully Paid,210276.0,Short Term,745.0,602224.0,2-3 years,Home Mortgage,Debt Consolidation,9384.67,13.0,6.0,0.0,213218.0,496760.0,0.0,0.0,50185.333333333336,0.1870002523977789,0.4292173282873017
18717,Fully Paid,401324.0,Short Term,747.0,1036013.0,10+ years,Rent,Debt Consolidation,19425.22,16.9,9.0,0.0,325717.0,462198.0,0.0,0.0,86334.41666666667,0.22499972490692685,0.704713131601608
18718,Fully Paid,754996.0,Long Term,686.0,3725900.0,4-6 years,Home Mortgage,Debt Consolidation,59550.04699999999,27.5,22.0,0.0,1640974.8999999955,3550305.659999994,0.0,0.0,310491.6666666667,0.19179273839877609,0.46220665406031497
18720,Fully Paid,110110.0,Short Term,709.0,820648.0,7-9 years,Home Mortgage,Big Purchase,13951.13,16.7,11.0,0.0,137522.0,270358.0,0.0,0.0,68387.33333333333,0.20400166697536581,0.5086662869232647
18721,Fully Paid,442244.0,Short Term,693.0,1909690.0,7-9 years,Rent,Debt Consolidation,35488.39,12.9,18.0,0.0,434207.0,740454.0,0.0,0.0,159140.83333333334,0.22299990050741217,0.5864064479359961
18722,Fully Paid,216788.0,Short Term,663.0,580393.0,2-3 years,Home Mortgage,Business Loan,7206.7,11.0,6.0,0.0,80769.0,143000.0,0.0,0.0,48366.083333333336,0.14900317543457622,0.5648181818181818
18723,Fully Paid,292292.0,Short Term,739.0,926345.0,10+ years,Home Mortgage,Debt Consolidation,13895.27,27.3,6.0,1.0,70927.0,197406.0,1.0,0.0,77195.41666666667,0.18000123064301096,0.3592950568878352
18725,Fully Paid,141174.0,Short Term,736.0,1181800.0,10+ years,Rent,Debt Consolidation,28264.59,22.7,26.0,0.0,169860.0,391006.0,0.0,0.0,98483.33333333333,0.2869987138263666,0.4344178861705447
18726,Charged Off,528110.0,Long Term,660.0,1178228.0,0-1 year,Home Mortgage,Debt Consolidation,14924.31,17.5,10.0,0.0,123652.0,332200.0,0.0,0.0,98185.66666666667,0.15200090305102237,0.3722215532811559
18729,Fully Paid,177650.0,Short Term,674.0,776872.0,4-6 years,Own Home,Debt Consolidation,12429.99,11.2,5.0,1.0,40945.0,65208.0,0.0,0.0,64739.333333333336,0.19200058696928193,0.627913752913753
18733,Fully Paid,75526.0,Short Term,716.0,671384.0,0-1 year,Rent,Debt Consolidation,1477.06,11.0,4.0,0.0,55062.0,99902.0,0.0,0.0,55948.666666666664,0.026400271677609236,0.5511601369341955
18734,Fully Paid,484770.0,Short Term,738.0,1918259.0,4-6 years,Home Mortgage,Debt Consolidation,29733.1,18.5,12.0,0.0,528523.0,1156870.0,0.0,0.0,159854.91666666666,0.18600053485999546,0.456855999377631
18736,Charged Off,334686.0,Long Term,665.0,2763911.0,10+ years,Home Mortgage,Debt Consolidation,33627.53,22.8,14.0,0.0,1640974.8999999955,2831114.0,0.0,0.0,230325.91666666666,0.1459997662732266,0.5796216259747914
18738,Fully Paid,664950.0,Short Term,722.0,2488525.0,10+ years,Rent,Big Purchase,27166.39,13.7,10.0,0.0,226898.0,356972.0,0.0,0.0,207377.08333333334,0.13099996182477572,0.6356184798807749
18742,Charged Off,544456.0,Long Term,704.0,1023853.0,10+ years,Home Mortgage,Debt Consolidation,25340.11,29.3,9.0,1.0,78204.0,620268.0,1.0,0.0,85321.08333333333,0.2969970493811124,0.12608098434870088
18746,Fully Paid,177804.0,Short Term,696.0,902196.0,0-1 year,Rent,Debt Consolidation,10676.1,8.0,9.0,0.0,204174.0,444356.0,0.0,0.0,75183.0,0.14200151630022745,0.4594829371044838
18747,Fully Paid,756228.0,Short Term,737.0,4657658.099999993,2-3 years,Home Mortgage,Debt Consolidation,44472.73,20.7,16.0,0.0,1640974.8999999955,3550305.659999994,0.0,0.0,388138.1749999994,0.11457963391516454,0.46220665406031497
18748,Charged Off,269896.0,Short Term,743.0,679630.0,0-1 year,Rent,Debt Consolidation,13026.21,15.9,15.0,0.0,218880.0,525800.0,0.0,0.0,56635.833333333336,0.22999944087223928,0.41627995435526816
18750,Fully Paid,177606.0,Short Term,708.0,575187.0,4-6 years,Rent,Debt Consolidation,3546.92,6.3,4.0,0.0,109991.0,233266.0,0.0,0.0,47932.25,0.07399861262511148,0.4715260689513259
18758,Fully Paid,198198.0,Short Term,731.0,3157154.0,10+ years,Home Mortgage,Essential Needs,27888.2,15.2,8.0,0.0,382052.0,480326.0,0.0,0.0,263096.1666666667,0.10600002407231322,0.7954014565107864
18759,Charged Off,380270.0,Long Term,730.0,1029952.0,4-6 years,Rent,Other,20942.56,9.8,4.0,0.0,78204.0,494780.0,0.0,0.0,85829.33333333333,0.24400236127508856,0.15805812684425402
18760,Fully Paid,122210.0,Short Term,714.0,950855.0,4-6 years,Home Mortgage,Debt Consolidation,17115.39,15.5,17.0,0.0,258514.0,471394.0,0.0,0.0,79237.91666666667,0.21599999999999997,0.54840324654111
